osm_id,code,fclass,name_business,geometry,street_name
11752667816,2303,cafe,Joe Blake's,POINT (-0.0171772000000004 51.5047734),Canada Place
11752667820,2502,bakery,Fuwa Fuwa,POINT (-0.0168285 51.50508359999999),Canada Walk
11752667821,2529,beauty_shop,London Grace,POINT (-0.0165971000000012 51.505081),Bellmouth Walk
11752890328,2301,restaurant,Namu,POINT (-0.306012900000001 51.40979),Market Place
11753024956,2302,fast_food,Horn OK Please Ltd.,POINT (-0.0547456000000008 51.47763299999998),
11753693669,2301,restaurant,Paladar,POINT (-0.1043616000000004 51.49814990000001),London Road
11754039505,2302,fast_food,KFC,POINT (-0.3007932999999998 51.411757399999985),
11758170372,2546,computer_shop,Hadley AV,POINT (-0.2100221000000002 51.65220629999999),West End Lane
11758361245,2511,convenience,Corner Express,POINT (-0.3459292000000002 51.59247140000001),
11758373870,2561,hairdresser,,POINT (-0.3465412000000013 51.592348599999994),
11758736206,2303,cafe,Kyla's Cafe Bistro,POINT (-0.0161613999999995 51.4958056),
11758744459,2502,bakery,GAIL's,POINT (-0.1771668000000001 51.518496),
11761459588,2302,fast_food,Marugame,POINT (-0.1926782000000017 51.50084519999999),
11763671069,2302,fast_food,Central Cafe,POINT (-0.1764423000000007 51.4966098),
11763851569,2303,cafe,Counter by Naroon,POINT (-0.1405497000000009 51.518877800000006),
11764334727,2502,bakery,St John Bakery,POINT (-0.0930343000000013 51.50165759999999),Borough High Street
11766645076,2529,beauty_shop,nae2slae,POINT (-0.0937552000000001 51.47109809999999),Coldharbour Lane
11769967565,2202,nightclub,Venue MOT,POINT (-0.0484179000000012 51.4849178),
11771509557,2511,convenience,Sainsbury's Local,POINT (-0.0043628000000003 51.515346799999996),Leven Road
11771807570,2401,hotel,Westin London City,POINT (-0.0952442999999994 51.51103799999999),
11772642398,2302,fast_food,Greggs,POINT (0.0038375999999985 51.5004604),
11773106596,2251,sports_centre,Hurricane Room Colindale,POINT (-0.2538007000000003 51.589230799999996),Edgware Road
11774992667,2568,laundry,LaundryHeap,POINT (-0.0569610999999996 51.49111959999999),Raymouth Road
11774992668,2544,furniture_shop,E W Marshall Ltd.,POINT (-0.0571076000000008 51.49118179999999),Raymouth Road
11774995516,2502,bakery,The Snapery Bakery,POINT (-0.0567975000000017 51.4902591),
11775056920,2544,furniture_shop,Kingsley Furniture,POINT (-0.0584353000000019 51.49175549999998),
11775056921,2544,furniture_shop,Kingsley Interiors,POINT (-0.0583012999999996 51.4916982),
11775056922,2502,bakery,BB Bakery,POINT (-0.0581941000000011 51.49165279999999),
11775282372,2303,cafe,Blank Street Coffee,POINT (-0.1742208000000012 51.49402039999999),South Kensington Station Arcade
11775368539,2561,hairdresser,Getty Space,POINT (-0.3056418000000008 51.4984383),Pope's Lane
11776282640,2301,restaurant,The Acater,POINT (0.071031799999999 51.4923188),
11776282641,2561,hairdresser,Blue Tit,POINT (0.0709649999999986 51.492164999999986),Major Draper Street
11778630962,2303,cafe,N°N°,POINT (-0.0860020000000008 51.47668159999999),
11778639766,2303,cafe,Cafe Hope,POINT (-0.0897803000000007 51.46748509999999),Champion Park
11779986550,2511,convenience,Chisholm Express,POINT (0.0090044999999987 51.573595999999995),Preston Road
11779986551,2527,newsagent,Millenium News,POINT (0.0090402999999978 51.57355429999999),Colworth Road
11780061728,2301,restaurant,The Lacy Nook,POINT (-0.0034583000000004 51.585263399999995),Barrett Road
11780061740,2301,restaurant,Ochi Caribbean Restaurant,POINT (-0.0085494999999998 51.5700128),Tilbury Road
11780093899,2301,restaurant,Mexican Seoul,POINT (-0.041381700000001 51.53200540000001),Wennington Road
11780254990,2251,sports_centre,Park Sports Hyde Park,POINT (-0.1732562000000016 51.50319879999999),
11780325996,2121,dentist,One Dental,POINT (-0.0957697999999988 51.4700361),
11780570515,2302,fast_food,Limehouse Foods Ltd.,POINT (-0.0290936000000009 51.51046629999999),
11780635082,2251,sports_centre,Canary Wall,POINT (-0.0274908999999994 51.509725),Trinidad Street
11780635084,2251,sports_centre,Canary Wall,POINT (-0.0271244999999997 51.5095715),Trinidad Street
11781283820,2301,restaurant,Unlock,POINT (-0.0249593 51.54013210000001),Monkwood Way
11782185872,2302,fast_food,Ahi Poke,POINT (-0.0619150999999999 51.523441399999996),
11782185883,2502,bakery,Breid Bakers,POINT (-0.0635626999999998 51.523738200000004),Dunbridge Street
11782185919,2541,car_dealership,Dunbridge Cab Company Ltd.,POINT (-0.0615044999999994 51.5238469),Dunbridge Street
11782185920,2541,car_dealership,Dunbridge Cab Company Ltd.,POINT (-0.0616137000000007 51.52383879999999),Dunbridge Street
11782185931,2303,cafe,Urban Baristas,POINT (-0.0630198000000003 51.523771399999994),Dunbridge Street
11782185933,2302,fast_food,Little Bear Chinese,POINT (-0.0629049000000018 51.5237756),Dunbridge Street
11782522269,2303,cafe,Union House Cafe,POINT (0.0507332000000006 51.4790959),
11782536469,2527,newsagent,WHSmith,POINT (0.0506957000000006 51.47902740000001),
11783017161,2503,kiosk,,POINT (-0.1581913000000002 51.513248299999994),
11783224682,2303,cafe,Blank Street Coffee,POINT (-0.1580037999999999 51.513827799999994),Old Quebec Street
11783224683,2301,restaurant,Chourangi,POINT (-0.1580269999999998 51.5138762),Old Quebec Street
11783224686,2512,clothes,William Crabtree,POINT (-0.1584819000000017 51.51549099999999),
11783224687,2301,restaurant,Roketsu,POINT (-0.1582833000000018 51.515561),
11783345163,2301,restaurant,Nando's,POINT (-0.1915526000000001 51.551385499999995),
11784001052,2301,restaurant,Pizza Pilgrims,POINT (-0.1320818999999998 51.52877780000001),Eversholt Street
11784747676,2301,restaurant,Pizza Pilgrims,POINT (-0.1111090000000005 51.501685200000004),
11786328293,2120,doctors,South Lambeth Road Practice,POINT (-0.1236799000000011 51.477108099999995),Teversham Lane
11786344696,2301,restaurant,Fat Hippo Soho,POINT (-0.1334262 51.5128588),
11786475613,2304,pub,Joyce,POINT (-0.0340818000000006 51.45918809999999),Braxfield Road
11787597445,2561,hairdresser,Morells,POINT (-0.0357566999999998 51.46581329999999),Brockley Cross
11787597446,2302,fast_food,Oliver's,POINT (-0.0358278000000009 51.4657965),Brockley Cross
11787681685,2302,fast_food,Brorritos,POINT (-0.0356926000000001 51.465839200000005),Brockley Cross
11787688718,2511,convenience,Logan's,POINT (-0.0359464000000025 51.4654862),Brockley Cross
11787774953,2502,bakery,Doorstep Bakery,POINT (-0.0363840000000024 51.4648693),Brockley Cross
11788052121,2518,beverages,Crossway Wines,POINT (-0.3736083 51.480666899999996),
11789723904,2502,bakery,Wenzel's,POINT (-0.318634200000001 51.6016431),Belmont Circle
11793079077,2511,convenience,Lodos Food Centre,POINT (-0.0954482000000016 51.524443999999995),Old Street
11793079078,2561,hairdresser,The Blade,POINT (-0.0953075000000005 51.524481699999995),Old Street
11793924264,2302,fast_food,Pret A Manger,POINT (-0.0725799000000011 51.515135399999984),Whitechapel High Street
11794040375,2516,butcher,,POINT (-0.3188586000000007 51.60144220000001),Parnell Way
11794043542,2303,cafe,,POINT (-0.3187332000000009 51.60159110000001),Parnell Way
11794048626,2302,fast_food,Domino's,POINT (-0.2792980000000002 51.6110079),
11794051847,2301,restaurant,,POINT (-0.2807439999999994 51.6100834),Whitchurch Lane
11794067349,2568,laundry,,POINT (-0.2808232000000014 51.6100279),Whitchurch Lane
11795070612,2301,restaurant,Blue Taj,POINT (-0.0355082 51.465973899999995),Malpas Road
11795539295,2501,supermarket,Lidl,POINT (-0.2494490000000004 51.5135381),
11795556773,2301,restaurant,Solus,POINT (-0.1144759000000004 51.52270600000001),Gray's Inn Road
11795736992,2511,convenience,MyShop,POINT (-0.1968218000000012 51.48667419999998),Seagrave Road
11795966461,2525,mobile_phone_shop,O2,POINT (-0.1944392999999996 51.4805001),
11795966461,2525,mobile_phone_shop,O2,POINT (-0.1944392999999996 51.4805001),
11795966462,2525,mobile_phone_shop,EE,POINT (-0.1944997999999998 51.48049700000001),
11795966462,2525,mobile_phone_shop,EE,POINT (-0.1944997999999998 51.48049700000001),
11799262488,2501,supermarket,Seoul Plaza,POINT (-0.3027530999999998 51.41007210000001),
11799358838,2301,restaurant,Other Side Fried,POINT (-0.1144046000000008 51.46336290000001),Brixton Station Road
11799365508,2301,restaurant,Kricket Brixton,POINT (-0.1121925000000017 51.4622397),
11799365509,2301,restaurant,Kricket Brixton,POINT (-0.1121072999999979 51.46218910000001),
11799365511,2516,butcher,Michaels Meats,POINT (-0.111939000000002 51.4620754),
11799365512,2301,restaurant,Kricket Brixton,POINT (-0.1122751999999996 51.4622997),
11799365513,2529,beauty_shop,Beauty Choice Cosmetics & Hair,POINT (-0.1127339000000024 51.462558),
11799365517,2511,convenience,Mokola Market,POINT (-0.1123636999999992 51.462348899999995),
11799365519,2529,beauty_shop,Anti,POINT (-0.1118554 51.4620223),
11799365522,2518,beverages,The Liquor Club,POINT (-0.1139223000000002 51.4630923),
11799714474,2401,hotel,Zedwell Underground Hotel,POINT (-0.1304963999999992 51.51724269999999),
11799883769,2566,bicycle_rental,,POINT (-0.0032154 51.5086145),Blackwall Way
11800351623,2511,convenience,Strawberry Local,POINT (-0.3730509000000008 51.4690616),Bath Road
11800351624,2101,pharmacy,Hounslow Pharmacy,POINT (-0.3729614000000004 51.469052000000005),Bath Road
11801797415,2602,atm,,POINT (-0.2630453999999998 51.42941739999999),
11804710333,2561,hairdresser,West And Hunter,POINT (-0.2534680000000002 51.4926358),
11805602669,2561,hairdresser,Greyhound Barbers,POINT (-0.1365297999999997 51.5613783),Francis Terrace Mews
11805602869,2561,hairdresser,Odyssey Male Grooming,POINT (-0.0758013000000001 51.5284971),Waterson Street
11807306902,2303,cafe,Knead a Little Love,POINT (-0.066495899999999 51.52638610000001),Barnet Grove
11807309570,2303,cafe,Lino's Cafe,POINT (-0.0991124000000005 51.5022696),Pocock Street
11807512026,2529,beauty_shop,Bhueti,POINT (0.0822573999999995 51.5168307),
11808061375,2520,jeweller,,POINT (-0.0100304000000005 51.46198609999999),
11808067767,2302,fast_food,Chopstix,POINT (-0.0108300000000005 51.46154409999999),
11808075641,2561,hairdresser,Make Me Unique,POINT (-0.0163543000000006 51.456849),Ladywell Road
11809276043,2529,beauty_shop,The Sanctuary,POINT (-0.3055357999999988 51.49798030000001),South Ealing Road
11809276047,2561,hairdresser,Blade,POINT (-0.3055478999999999 51.4981147),South Ealing Road
11809319847,2602,atm,,POINT (-0.0917365999999991 51.472972999999996),
11809363653,2203,cinema,The Chiswick Cinema,POINT (-0.2510070000000012 51.49309019999999),Chiswick High Road
11809363654,2302,fast_food,KFC,POINT (-0.2507497000000017 51.49311719999999),Ennismore Avenue
11809363657,2305,bar,Piano,POINT (-0.2503570000000002 51.49312179999998),Chiswick High Road
11809383519,2303,cafe,My Place Chiswick,POINT (-0.2520730999999998 51.492720999999996),
11809383520,2561,hairdresser,Blobar,POINT (-0.2519640000000011 51.492643900000004),
11811065252,2502,bakery,GAIL's,POINT (-0.1317986000000012 51.5284966),Lancing Street
11811081490,2302,fast_food,Choy House,POINT (-0.0246510999999999 51.5827814),Selborne Road
11811081491,2302,fast_food,Molo,POINT (-0.0246407999999998 51.58275389999999),Selborne Road
11811081492,2302,fast_food,Amore,POINT (-0.0245391000000003 51.582756599999996),
11811081493,2302,fast_food,Grand Tenero,POINT (-0.0244861000000019 51.58276669999999),
11811081494,2302,fast_food,Hanoi Kitchen,POINT (-0.0244949000000008 51.5828098),
11811081495,2302,fast_food,Carne,POINT (-0.0245038000000008 51.58283999999999),
11811982230,2527,newsagent,City AM,POINT (0.1212439000000003 51.492063400000006),
11813402788,2303,cafe,Costa,POINT (-0.2872551999999998 51.5099144),Uxbridge Road
11813402789,2501,supermarket,Duri Korean Grocery,POINT (-0.2872136000000009 51.51024989999999),Uxbridge Road
11813402791,2561,hairdresser,Magnetic Unisex Hair Salon,POINT (-0.2874161000000001 51.5103075),Uxbridge Road
11813402792,2602,atm,,POINT (-0.2873859000000002 51.5100088),Uxbridge Road
11813402793,2302,fast_food,W5 Kebab,POINT (-0.2874845000000008 51.5103267),Fordhook Avenue
11813407591,2511,convenience,Felicia’s,POINT (-0.1390838000000003 51.4881529),Lupus Street
11814777849,2501,supermarket,Harvest International N8,POINT (-0.1198500999999992 51.58199249999999),Tottenham Lane
11814788551,2515,bookshop,The Amnesty Bookshop,POINT (-0.1407111999999994 51.5514039),Kentish Town Road
11815171810,2301,restaurant,Restaurant,POINT (-0.2630093000000016 51.5210069),
11815171811,2305,bar,Bar / Starbucks,POINT (-0.2628560000000002 51.5207794),
11815305678,2302,fast_food,Camden Chippy,POINT (-0.1375954000000007 51.5424491),St Pancras Way
11815618323,2301,restaurant,Durum,POINT (-0.1889895000000014 51.604708099999996),Cornwall Avenue
11816822619,2502,bakery,The Little Bread Pedlar,POINT (-0.156940600000001 51.541829),Erskine Road
11816947887,2529,beauty_shop,,POINT (-0.3301584999999999 51.4499443),Mary's Terrace
11816995944,2303,cafe,Black Sheep Coffee,POINT (-0.1140856000000002 51.5034335),
11821397281,2120,doctors,Blackheath Standard Surgery,POINT (0.0198692000000005 51.478135599999995),
11822802969,2301,restaurant,Roti King,POINT (-0.1118038000000013 51.50137639999999),
11824346505,2301,restaurant,Rewa Sushi & Momo,POINT (0.0803558 51.485987099999996),Brewery Road
11824371984,2301,restaurant,Wood Pizza Time,POINT (0.0791616999999982 51.48099429999999),Plumstead Common Road
11824382006,2301,restaurant,Pizza & Sushi Restaurant,POINT (0.0883415999999992 51.48875249999999),Plumstead High Street
11824382007,2301,restaurant,Sushi & Piza Restaurant,POINT (0.088264399999998 51.48878289999999),Plumstead High Street
11825055494,2564,car_wash,Camberwell Car Wash,POINT (-0.0967805000000016 51.47454319999999),Camberwell Station Road
11828834524,2521,gift_shop,London Family Gifts,POINT (-0.0767577999999997 51.503668999999995),Tower Bridge Road
11830430429,2518,beverages,Global Wines,POINT (-0.417346400000001 51.50733099999999),Coldharbour Lane
11830430430,2517,shoe_shop,Shoe Zone,POINT (-0.4174456000000005 51.5072851),Coldharbour Lane
11830430431,2301,restaurant,,POINT (-0.4175380999999997 51.507249999999985),Coldharbour Lane
11830430432,2511,convenience,,POINT (-0.4175609000000003 51.5071916),Coldharbour Lane
11831046554,2529,beauty_shop,Lush Aesthetic Studio,POINT (-0.129907300000003 51.5495747),Brecknock Road
11831378955,2511,convenience,,POINT (-0.0736016000000009 51.5463566),Hartwell Street
11831448954,2566,bicycle_rental,,POINT (-0.068086200000001 51.54841699999999),Cecilia Road
11831460716,2305,bar,People's Wine,POINT (-0.0693395 51.5472957),
11831531182,2561,hairdresser,Woolf,POINT (-0.1305056000000007 51.52985069999999),Church Way
11834630969,2529,beauty_shop,Klassic Nails,POINT (-0.0801402000000008 51.6508496),
11834630969,2529,beauty_shop,Klassic Nails,POINT (-0.0801402000000008 51.6508496),
